GO:0071944,cell periphery,2.520211306390095e-111
GO:0005886,plasma membrane,5.624469318705519e-110
GO:0023052,signaling,1.2512482172792595e-93
GO:0007154,cell communication,2.051979317751018e-90
GO:0007165,signal transduction,4.667595164875458e-72
GO:0005887,integral component of plasma membrane,3.6269503355519354e-63
GO:0031226,intrinsic component of plasma membrane,3.6269503355519354e-63
GO:0032501,multicellular organismal process,1.4914948078860505e-61
GO:0030054,cell junction,3.5776224896020446e-61
GO:0065007,biological regulation,5.606550570700956e-58
GO:0050794,regulation of cellular process,1.1585549738610091e-54
GO:0048731,system development,3.9349212446524865e-53
GO:0050789,regulation of biological process,1.3140283875498373e-52
GO:0050896,response to stimulus,1.4516260400075814e-52
GO:0045202,synapse,2.8948689734358523e-49
GO:0048856,anatomical structure development,3.952935867381577e-49
GO:0009653,anatomical structure morphogenesis,6.416558818252923e-49
GO:0032502,developmental process,6.098431417908406e-48
GO:0007275,multicellular organism development,2.3535127528088383e-45
GO:0051716,cellular response to stimulus,4.2137032806635436e-45
GO:0007166,cell surface receptor signaling pathway,4.338659882810478e-45
GO:0040011,locomotion,5.719807759578845e-45
GO:0016477,cell migration,1.4122087358000277e-44
GO:0003008,system process,1.9777389754963594e-44
GO:0007267,cell-cell signaling,1.044333689124232e-43
GO:0048518,positive regulation of biological process,1.7138227571372217e-43
GO:0030154,cell differentiation,2.1223775934618956e-42
GO:0007399,nervous system development,4.697674960778559e-42
GO:0023051,regulation of signaling,1.6408206049877207e-41
GO:0032879,regulation of localization,2.328070049471405e-41
GO:0048869,cellular developmental process,7.396812662974944e-41
GO:0006811,ion transport,9.831707885453733e-41
GO:0098797,plasma membrane protein complex,1.3758815699405068e-40
GO:0010646,regulation of cell communication,1.3292303110177138e-39
GO:0048522,positive regulation of cellular process,1.575961723353079e-39
GO:0051239,regulation of multicellular organismal process,2.950304037547605e-39
GO:0006928,movement of cell or subcellular component,5.586607882922268e-39
GO:0022008,neurogenesis,1.2698905141809908e-37
GO:0030182,neuron differentiation,1.3753159844863655e-37
GO:0050793,regulation of developmental process,1.1601445438834133e-36
GO:0051674,localization of cell,1.344468631678918e-36
GO:0048870,cell motility,1.344468631678918e-36
GO:0048699,generation of neurons,3.124068721230404e-36
GO:0099536,synaptic signaling,2.5666015959519357e-35
GO:0048468,cell development,1.3863789465438613e-34
GO:0042221,response to chemical,1.8598712013167688e-34
GO:0043005,neuron projection,3.5833970568989006e-34
GO:0098590,plasma membrane region,5.046441977043764e-34
GO:0098916,anterograde trans-synaptic signaling,7.062880557087864e-34
GO:0007268,chemical synaptic transmission,7.062880557087864e-34
GO:0099537,trans-synaptic signaling,7.062880557087864e-34
GO:0030029,actin filament-based process,1.3696549475587604e-33
GO:0070887,cellular response to chemical stimulus,2.0720039039918543e-33
GO:0048513,animal organ development,6.429910708205484e-33
GO:0048583,regulation of response to stimulus,9.237601274802477e-33
GO:0035556,intracellular signal transduction,1.600007265883074e-32
GO:0042330,taxis,2.9455630234205526e-32
GO:0005102,signaling receptor binding,3.23960961333561e-32
GO:0022610,biological adhesion,3.873733721043344e-32
GO:0006935,chemotaxis,6.340869426644762e-32
GO:0000902,cell morphogenesis,6.748879399153506e-32
GO:0007155,cell adhesion,7.022780085306653e-32
GO:0034220,ion transmembrane transport,9.643378123934171e-32
GO:0007186,G protein-coupled receptor signaling pathway,1.7251400301813875e-31
GO:0007167,enzyme linked receptor protein signaling pathway,5.964181119304891e-31
GO:0065008,regulation of biological quality,9.452911699906225e-31
GO:0038023,signaling receptor activity,1.4159980489496367e-30
GO:0098772,molecular function regulator,1.4159980489496367e-30
GO:0060089,molecular transducer activity,1.4159980489496367e-30
GO:0009966,regulation of signal transduction,1.5256823229749497e-30
GO:0043269,regulation of ion transport,1.6695944671662743e-30
GO:0031224,intrinsic component of membrane,2.02753895406081e-30
GO:0004888,transmembrane signaling receptor activity,3.3540740201560966e-30
GO:0048666,neuron development,3.4730301147251034e-30
GO:0071310,cellular response to organic substance,3.9980421257648835e-30
GO:0051049,regulation of transport,8.821477929400608e-30
GO:0016020,membrane,9.943636174149496e-30
GO:0022836,gated channel activity,1.0911594934031675e-29
GO:0045595,regulation of cell differentiation,2.6066810644759647e-29
GO:0031175,neuron projection development,1.3243171331840095e-28
GO:0071495,cellular response to endogenous stimulus,1.8907282599854929e-28
GO:0022803,passive transmembrane transporter activity,5.009743420919014e-28
GO:0015318,inorganic molecular entity transmembrane transporter activity,5.1748902722270135e-28
GO:0015267,channel activity,5.968173827523112e-28
GO:0051094,positive regulation of developmental process,9.784138016104051e-28
GO:0051179,localization,1.834987855999775e-27
GO:0016021,integral component of membrane,2.1480633333533763e-27
GO:0006812,cation transport,2.250599016671538e-27
GO:0032989,cellular component morphogenesis,2.9272483687522973e-27
GO:0051270,regulation of cellular component movement,4.1373340210205176e-27
GO:0009605,response to external stimulus,5.964069284144798e-27
GO:0009719,response to endogenous stimulus,8.793980528049262e-27
GO:0098794,postsynapse,1.2889485889688378e-26
GO:0015075,ion transmembrane transporter activity,1.3025773399498155e-26
GO:0005216,ion channel activity,1.5315711487967964e-26
GO:2000026,regulation of multicellular organismal development,2.3331970574696007e-26
GO:0048858,cell projection morphogenesis,3.502173572991049e-26
GO:0030001,metal ion transport,3.865716553634518e-26
GO:0040012,regulation of locomotion,4.375559964113229e-26
GO:0120039,plasma membrane bounded cell projection morphogenesis,5.606326901816485e-26
GO:0010033,response to organic substance,7.207328728761752e-26
GO:0043235,receptor complex,1.087233954029514e-25
GO:0034762,regulation of transmembrane transport,1.4152252061636004e-25
GO:0009888,tissue development,1.8213575416485703e-25
GO:0030334,regulation of cell migration,3.001619338718104e-25
GO:0030036,actin cytoskeleton organization,4.691510245949121e-25
GO:1902495,transmembrane transporter complex,5.40015325645022e-25
GO:2000145,regulation of cell motility,6.750381358832932e-25
GO:0065009,regulation of molecular function,7.760908837392834e-25
GO:0000904,cell morphogenesis involved in differentiation,1.1507814790517466e-24
GO:0048812,neuron projection morphogenesis,1.1507814790517466e-24
GO:0034765,regulation of ion transmembrane transport,1.6169412183917215e-24
GO:0034702,ion channel complex,3.521442092488936e-24
GO:0048584,positive regulation of response to stimulus,4.616995421550786e-24
GO:0061061,muscle structure development,5.075577605396302e-24
GO:0051240,positive regulation of multicellular organismal process,1.3384353112275713e-23
GO:0032990,cell part morphogenesis,1.477377618616254e-23
GO:0022603,regulation of anatomical structure morphogenesis,1.5739216353939773e-23
GO:0055085,transmembrane transport,1.6305275107697456e-23
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,1.7371412655196828e-23
GO:0034330,cell junction organization,2.5371528073743442e-23
GO:0022890,inorganic cation transmembrane transporter activity,2.6314883952356492e-23
GO:0003013,circulatory system process,2.963233494199156e-23
GO:0022857,transmembrane transporter activity,3.0944504783528146e-23
